,,Fraction of pregnant women registered under JSY
SC Waki Patansawangi,Jan-2016,0.4
SC Waki Patansawangi,Feb-2016,0.0
SC Waki Patansawangi,Mar-2016,0.3333333333333333
SC Waki Patansawangi,Total,0.1864406779661017
SC Wakodi Khapa,Apr-2015,0.16666666666666666
SC Wakodi Khapa,May-2015,0.0
SC Wakodi Khapa,Jun-2015,0.4
SC Wakodi Khapa,Jul-2015,0.5
SC Wakodi Khapa,Aug-2015,0.0
SC Wakodi Khapa,Sep-2015,0.6666666666666666
SC Wakodi Khapa,Oct-2015,0.18181818181818182
SC Wakodi Khapa,Nov-2015,0.5
SC Wakodi Khapa,Dec-2015,0.375
SC Wakodi Khapa,Jan-2016,0.25
SC Wakodi Khapa,Feb-2016,0.0
SC Wakodi Khapa,Mar-2016,0.25
SC Wakodi Khapa,Total,0.2702702702702703
SC Walani,Apr-2015,0.36363636363636365
SC Walani,May-2015,0.3333333333333333
SC Walani,Jun-2015,0.3076923076923077
SC Walani,Jul-2015,0.3333333333333333
SC Walani,Aug-2015,0.46153846153846156
SC Walani,Sep-2015,0.0
SC Walani,Oct-2015,0.10526315789473684
SC Walani,Nov-2015,0.0
SC Walani,Dec-2015,0.1111111111111111
SC Walani,Jan-2016,0.2
SC Walani,Feb-2016,0.2727272727272727
SC Walani,Mar-2016,0.2727272727272727
SC Walani,Total,0.22758620689655173
SC Wandli,Apr-2015,0.4
SC Wandli,May-2015,0.5
SC Wandli,Jun-2015,1.0
SC Wandli,Jul-2015,1.0
SC Wandli,Aug-2015,0.75
SC Wandli,Sep-2015,1.0
SC Wandli,Oct-2015,1.0
SC Wandli,Nov-2015,0.6666666666666666
SC Wandli,Dec-2015,0.8
SC Wandli,Jan-2016,0.25
SC Wandli,Feb-2016,0.5
SC Wandli,Mar-2016,1.0
SC Wandli,Total,0.7272727272727273
SC Wanjara,Apr-2015,0.4
SC Wanjara,May-2015,0.6666666666666666
SC Wanjara,Jun-2015,0.35714285714285715
SC Wanjara,Jul-2015,0.2
SC Wanjara,Aug-2015,0.14285714285714285
SC Wanjara,Sep-2015,0.3333333333333333
SC Wanjara,Oct-2015,0.3333333333333333
SC Wanjara,Nov-2015,0.4
SC Wanjara,Dec-2015,0.3157894736842105
SC Wanjara,Jan-2016,0.3333333333333333
SC Wanjara,Feb-2016,0.3333333333333333
SC Wanjara,Mar-2016,0.2
SC Wanjara,Total,0.32857142857142857
SC Waroda,Apr-2015,0.46153846153846156
SC Waroda,May-2015,0.3333333333333333
SC Waroda,Jun-2015,0.375
SC Waroda,Jul-2015,0.2727272727272727
SC Waroda,Aug-2015,0.4
SC Waroda,Sep-2015,0.15384615384615385
SC Waroda,Oct-2015,0.125
SC Waroda,Nov-2015,0.125
SC Waroda,Dec-2015,0.09090909090909091
SC Waroda,Jan-2016,0.3870967741935484
SC Waroda,Feb-2016,0.39285714285714285
SC Waroda,Mar-2016,0.4090909090909091
SC Waroda,Total,0.32335329341317365
SC YENIKONI,Apr-2015,1.0
SC YENIKONI,May-2015,0.25
SC YENIKONI,Jun-2015,0.2
SC YENIKONI,Jul-2015,0.6666666666666666
SC YENIKONI,Aug-2015,0.2857142857142857
SC YENIKONI,Sep-2015,1.0
SC YENIKONI,Oct-2015,0.3333333333333333
SC YENIKONI,Nov-2015,0.0
SC YENIKONI,Dec-2015,0.14285714285714285
SC YENIKONI,Jan-2016,0.16666666666666666
SC YENIKONI,Feb-2016,0.3333333333333333
SC YENIKONI,Mar-2016,0.75
SC YENIKONI,Total,0.38181818181818183
SC Yenwa,Apr-2015,0.5
SC Yenwa,May-2015,0.0
SC Yenwa,Jun-2015,0.0
SC Yenwa,Jul-2015,0.0
SC Yenwa,Aug-2015,0.0
SC Yenwa,Sep-2015,1.0
SC Yenwa,Oct-2015,1.0
SC Yenwa,Nov-2015,1.0
SC Yenwa,Dec-2015,1.0
SC Yenwa,Jan-2016,1.0
SC Yenwa,Feb-2016,1.0
SC Yenwa,Mar-2016,0.0
SC Yenwa,Total,0.5
SC Yerkheda,Apr-2015,0.17647058823529413
SC Yerkheda,May-2015,0.47058823529411764
SC Yerkheda,Jun-2015,0.4230769230769231
SC Yerkheda,Jul-2015,0.16
SC Yerkheda,Aug-2015,0.19230769230769232
SC Yerkheda,Sep-2015,0.3157894736842105
SC Yerkheda,Oct-2015,0.07692307692307693
SC Yerkheda,Nov-2015,0.3
SC Yerkheda,Dec-2015,0.2777777777777778
SC Yerkheda,Jan-2016,0.5
SC Yerkheda,Feb-2016,0.13636363636363635
SC Yerkheda,Mar-2016,0.42857142857142855
SC Yerkheda,Total,0.2962962962962963
SC Zilpa,Apr-2015,0.42857142857142855
SC Zilpa,May-2015,0.3333333333333333
SC Zilpa,Jun-2015,1.0
SC Zilpa,Jul-2015,1.0
SC Zilpa,Aug-2015,0.8
SC Zilpa,Sep-2015,0.5714285714285714
SC Zilpa,Oct-2015,0.42857142857142855
SC Zilpa,Nov-2015,0.5
SC Zilpa,Dec-2015,1.0
SC Zilpa,Jan-2016,0.75
SC Zilpa,Feb-2016,0.75
SC Zilpa,Mar-2016,0.0
SC Zilpa,Total,0.5833333333333334
SC kacharisawanga,Apr-2015,0.2
SC kacharisawanga,May-2015,0.6
SC kacharisawanga,Jun-2015,1.0
SC kacharisawanga,Jul-2015,0.875
SC kacharisawanga,Aug-2015,1.0
SC kacharisawanga,Sep-2015,0.875
SC kacharisawanga,Oct-2015,0.6666666666666666
SC kacharisawanga,Nov-2015,0.6666666666666666
SC kacharisawanga,Dec-2015,0.75
SC kacharisawanga,Jan-2016,0.375
SC kacharisawanga,Feb-2016,0.5833333333333334
SC kacharisawanga,Mar-2016,1.0
SC kacharisawanga,Total,0.7215189873417721
SC kondhali,Apr-2015,0.3
SC kondhali,May-2015,0.0
SC kondhali,Jun-2015,0.375
SC kondhali,Jul-2015,0.125
SC kondhali,Aug-2015,0.11538461538461539
SC kondhali,Sep-2015,0.15384615384615385
SC kondhali,Oct-2015,0.0
SC kondhali,Nov-2015,0.4
SC kondhali,Dec-2015,0.1
SC kondhali,Jan-2016,0.3333333333333333
SC kondhali,Feb-2016,0.14285714285714285
SC kondhali,Mar-2016,0.2
SC kondhali,Total,0.16560509554140126
SC paradsinga,Apr-2015,0.0
SC paradsinga,May-2015,0.5
SC paradsinga,Jun-2015,0.6
SC paradsinga,Jul-2015,0.5
SC paradsinga,Aug-2015,0.5555555555555556
SC paradsinga,Sep-2015,0.0
SC paradsinga,Oct-2015,0.5
SC paradsinga,Nov-2015,0.6666666666666666
SC paradsinga,Dec-2015,0.5
SC paradsinga,Jan-2016,0.4
SC paradsinga,Feb-2016,0.8333333333333334
SC paradsinga,Mar-2016,0.75
SC paradsinga,Total,0.5
SC yerla dhote,Apr-2015,1.0
SC yerla dhote,May-2015,0.3333333333333333
SC yerla dhote,Jun-2015,0.0
SC yerla dhote,Jul-2015,0.3333333333333333
SC yerla dhote,Aug-2015,0.3333333333333333
SC yerla dhote,Sep-2015,1.0
SC yerla dhote,Oct-2015,0.5555555555555556
SC yerla dhote,Nov-2015,1.0
SC yerla dhote,Dec-2015,0.8
SC yerla dhote,Jan-2016,0.5
SC yerla dhote,Feb-2016,1.0
SC yerla dhote,Mar-2016,0.8
SC yerla dhote,Total,0.627906976744186
SINDHI Sawaergaon SC,Apr-2015,0.0
SINDHI Sawaergaon SC,May-2015,0.5
SINDHI Sawaergaon SC,Jun-2015,1.0
SINDHI Sawaergaon SC,Jul-2015,0.75
SINDHI Sawaergaon SC,Aug-2015,0.6666666666666666
SINDHI Sawaergaon SC,Sep-2015,0.6
SINDHI Sawaergaon SC,Oct-2015,0.8
SINDHI Sawaergaon SC,Nov-2015,0.0
SINDHI Sawaergaon SC,Dec-2015,0.6666666666666666
SINDHI Sawaergaon SC,Jan-2016,0.6666666666666666
SINDHI Sawaergaon SC,Feb-2016,0.75
SINDHI Sawaergaon SC,Mar-2016,1.0
SINDHI Sawaergaon SC,Total,0.6388888888888888
Sawargaon Narkhed SC,Apr-2015,0.3076923076923077
Sawargaon Narkhed SC,May-2015,0.3333333333333333
Sawargaon Narkhed SC,Jun-2015,0.125
Sawargaon Narkhed SC,Jul-2015,0.2
Sawargaon Narkhed SC,Aug-2015,0.2
Sawargaon Narkhed SC,Sep-2015,0.5
Sawargaon Narkhed SC,Oct-2015,0.2
Sawargaon Narkhed SC,Nov-2015,0.2
Sawargaon Narkhed SC,Dec-2015,0.25
Sawargaon Narkhed SC,Jan-2016,0.2857142857142857
Sawargaon Narkhed SC,Feb-2016,0.25
Sawargaon Narkhed SC,Mar-2016,0.16666666666666666
Sawargaon Narkhed SC,Total,0.24509803921568626
Shivani Nagardham SC,Apr-2015,0.4
Shivani Nagardham SC,May-2015,0.3333333333333333
Shivani Nagardham SC,Jun-2015,0.6
Shivani Nagardham SC,Jul-2015,0.42857142857142855
Shivani Nagardham SC,Aug-2015,0.5
Shivani Nagardham SC,Sep-2015,1.0
Shivani Nagardham SC,Oct-2015,0.3333333333333333
Shivani Nagardham SC,Nov-2015,0.6666666666666666
Shivani Nagardham SC,Dec-2015,0.0
Shivani Nagardham SC,Jan-2016,0.6666666666666666
Shivani Nagardham SC,Feb-2016,0.5
Shivani Nagardham SC,Mar-2016,0.75
Shivani Nagardham SC,Total,0.5166666666666667
Tamaswadi Dorali SC,Apr-2015,0.5
Tamaswadi Dorali SC,May-2015,0.2727272727272727
Tamaswadi Dorali SC,Jun-2015,0.2727272727272727
Tamaswadi Dorali SC,Jul-2015,0.3076923076923077
Tamaswadi Dorali SC,Aug-2015,0.4
Tamaswadi Dorali SC,Sep-2015,0.25
Tamaswadi Dorali SC,Oct-2015,0.5
Tamaswadi Dorali SC,Nov-2015,0.5
Tamaswadi Dorali SC,Dec-2015,0.09090909090909091
Tamaswadi Dorali SC,Jan-2016,0.5
Tamaswadi Dorali SC,Feb-2016,0.3888888888888889
Tamaswadi Dorali SC,Mar-2016,0.18181818181818182
Tamaswadi Dorali SC,Total,0.3409090909090909
Thana Mandhal SC,Apr-2015,1.0
Thana Mandhal SC,May-2015,0.3333333333333333
Thana Mandhal SC,Jun-2015,0.6666666666666666
Thana Mandhal SC,Jul-2015,0.0
Thana Mandhal SC,Aug-2015,0.75
Thana Mandhal SC,Sep-2015,0.6666666666666666
Thana Mandhal SC,Oct-2015,0.0
Thana Mandhal SC,Nov-2015,0.25
Thana Mandhal SC,Dec-2015,1.0
Thana Mandhal SC,Jan-2016,0.8333333333333334
Thana Mandhal SC,Feb-2016,0.6666666666666666
Thana Mandhal SC,Mar-2016,0.0
Thana Mandhal SC,Total,0.6388888888888888
Umari Bhandarbodi SC,Apr-2015,1.0
Umari Bhandarbodi SC,May-2015,1.0
Umari Bhandarbodi SC,Jun-2015,0.8333333333333334
Umari Bhandarbodi SC,Jul-2015,0.7142857142857143
Umari Bhandarbodi SC,Aug-2015,1.0
Umari Bhandarbodi SC,Sep-2015,0.6
Umari Bhandarbodi SC,Oct-2015,0.6
Umari Bhandarbodi SC,Nov-2015,1.0
Umari Bhandarbodi SC,Dec-2015,1.0
Umari Bhandarbodi SC,Jan-2016,1.0
Umari Bhandarbodi SC,Feb-2016,0.625
Umari Bhandarbodi SC,Mar-2016,0.6
Umari Bhandarbodi SC,Total,0.8260869565217391
Uparwahi Kalmeshwar SC,Apr-2015,0.6666666666666666
Uparwahi Kalmeshwar SC,May-2015,0.3333333333333333
Uparwahi Kalmeshwar SC,Jun-2015,0.0
Uparwahi Kalmeshwar SC,Jul-2015,0.4
Uparwahi Kalmeshwar SC,Aug-2015,0.5
Uparwahi Kalmeshwar SC,Sep-2015,0.3333333333333333
Uparwahi Kalmeshwar SC,Oct-2015,0.2
Uparwahi Kalmeshwar SC,Nov-2015,0.4
Uparwahi Kalmeshwar SC,Dec-2015,0.2
Uparwahi Kalmeshwar SC,Jan-2016,0.3333333333333333
Uparwahi Kalmeshwar SC,Feb-2016,0.2857142857142857
Uparwahi Kalmeshwar SC,Mar-2016,0.0
Uparwahi Kalmeshwar SC,Total,0.3225806451612903
PHC Adegaon (Nagpur),Apr-2015,0.23529411764705882
PHC Adegaon (Nagpur),May-2015,0.3333333333333333
PHC Adegaon (Nagpur),Jun-2015,0.21428571428571427
PHC Adegaon (Nagpur),Jul-2015,0.3333333333333333
PHC Adegaon (Nagpur),Aug-2015,0.25
PHC Adegaon (Nagpur),Sep-2015,0.25
PHC Adegaon (Nagpur),Oct-2015,0.16666666666666666
PHC Adegaon (Nagpur),Nov-2015,0.3
PHC Adegaon (Nagpur),Dec-2015,0.2777777777777778
PHC Adegaon (Nagpur),Jan-2016,0.2222222222222222
PHC Adegaon (Nagpur),Feb-2016,0.3888888888888889
PHC Adegaon (Nagpur),Mar-2016,0.2777777777777778
PHC Adegaon (Nagpur),Total,0.27555555555555555
PHC Badegaon,Apr-2015,0.6774193548387096
PHC Badegaon,May-2015,0.52
PHC Badegaon,Jun-2015,0.7857142857142857
PHC Badegaon,Jul-2015,0.7
PHC Badegaon,Aug-2015,0.5319148936170213
PHC Badegaon,Sep-2015,0.5625
PHC Badegaon,Oct-2015,0.46875
PHC Badegaon,Nov-2015,0.6956521739130435
PHC Badegaon,Dec-2015,0.717948717948718
PHC Badegaon,Jan-2016,0.6078431372549019
PHC Badegaon,Feb-2016,0.4642857142857143
PHC Badegaon,Mar-2016,0.5945945945945946
PHC Badegaon,Total,0.6098191214470284
PHC Bela(24X7),Apr-2015,0.5151515151515151
PHC Bela(24X7),May-2015,0.3793103448275862
PHC Bela(24X7),Jun-2015,0.3076923076923077
PHC Bela(24X7),Jul-2015,0.25
PHC Bela(24X7),Aug-2015,0.48484848484848486
PHC Bela(24X7),Sep-2015,0.5454545454545454
PHC Bela(24X7),Oct-2015,0.25
PHC Bela(24X7),Nov-2015,0.3157894736842105
PHC Bela(24X7),Dec-2015,0.40540540540540543
PHC Bela(24X7),Jan-2016,0.37142857142857144
PHC Bela(24X7),Feb-2016,0.4642857142857143
PHC Bela(24X7),Mar-2016,0.23529411764705882
PHC Bela(24X7),Total,0.3867069486404834
PHC Bhandarbodi,Apr-2015,0.5882352941176471
PHC Bhandarbodi,May-2015,0.7727272727272727
PHC Bhandarbodi,Jun-2015,0.5483870967741935
PHC Bhandarbodi,Jul-2015,0.5333333333333333
PHC Bhandarbodi,Aug-2015,0.7391304347826086
PHC Bhandarbodi,Sep-2015,0.7647058823529411
PHC Bhandarbodi,Oct-2015,0.6060606060606061
PHC Bhandarbodi,Nov-2015,0.7407407407407407
PHC Bhandarbodi,Dec-2015,0.7083333333333334
PHC Bhandarbodi,Jan-2016,0.7692307692307693
PHC Bhandarbodi,Feb-2016,0.7096774193548387
PHC Bhandarbodi,Mar-2016,0.5769230769230769
PHC Bhandarbodi,Total,0.6548672566371682
PHC Borkhedi,Apr-2015,0.3157894736842105
PHC Borkhedi,May-2015,0.4392523364485981
PHC Borkhedi,Jun-2015,0.3793103448275862
PHC Borkhedi,Jul-2015,0.3504273504273504
PHC Borkhedi,Aug-2015,0.3333333333333333
PHC Borkhedi,Sep-2015,0.3153153153153153
PHC Borkhedi,Oct-2015,0.2945205479452055
PHC Borkhedi,Nov-2015,0.3387096774193548
PHC Borkhedi,Dec-2015,0.35526315789473684
PHC Borkhedi,Jan-2016,0.42657342657342656
PHC Borkhedi,Feb-2016,0.3358208955223881
PHC Borkhedi,Mar-2016,0.3698630136986301
PHC Borkhedi,Total,0.35515230071289694
PHC Chicholi,Apr-2015,0.4375
PHC Chicholi,May-2015,0.3698630136986301
PHC Chicholi,Jun-2015,0.4794520547945205
PHC Chicholi,Jul-2015,0.43373493975903615
PHC Chicholi,Aug-2015,0.35443037974683544
PHC Chicholi,Sep-2015,0.29333333333333333
PHC Chicholi,Oct-2015,0.3411764705882353
PHC Chicholi,Nov-2015,0.3157894736842105
PHC Chicholi,Dec-2015,0.40229885057471265
PHC Chicholi,Jan-2016,0.3472222222222222
PHC Chicholi,Feb-2016,0.4155844155844156
PHC Chicholi,Mar-2016,0.4444444444444444
PHC Chicholi,Total,0.3882863340563991
PHC Dhahegaon Joshi,Apr-2015,0.3111111111111111
PHC Dhahegaon Joshi,May-2015,0.3793103448275862
PHC Dhahegaon Joshi,Jun-2015,0.4
PHC Dhahegaon Joshi,Jul-2015,0.375
PHC Dhahegaon Joshi,Aug-2015,0.2
PHC Dhahegaon Joshi,Sep-2015,0.2708333333333333
PHC Dhahegaon Joshi,Oct-2015,0.42
PHC Dhahegaon Joshi,Nov-2015,0.5
PHC Dhahegaon Joshi,Dec-2015,0.30434782608695654
PHC Dhahegaon Joshi,Jan-2016,0.2903225806451613
PHC Dhahegaon Joshi,Feb-2016,0.19047619047619047
PHC Dhahegaon Joshi,Mar-2016,0.3103448275862069
PHC Dhahegaon Joshi,Total,0.32098765432098764
PHC Dhapewada,Apr-2015,0.09090909090909091
PHC Dhapewada,May-2015,0.18181818181818182
PHC Dhapewada,Jun-2015,0.4
PHC Dhapewada,Jul-2015,0.19047619047619047
PHC Dhapewada,Aug-2015,0.29411764705882354
PHC Dhapewada,Sep-2015,0.2777777777777778
PHC Dhapewada,Oct-2015,0.23529411764705882
PHC Dhapewada,Nov-2015,0.09090909090909091
PHC Dhapewada,Dec-2015,0.47058823529411764
PHC Dhapewada,Jan-2016,0.125
PHC Dhapewada,Feb-2016,0.11764705882352941
PHC Dhapewada,Mar-2016,0.18181818181818182
PHC Dhapewada,Total,0.22488038277511962
PHC Dorali,Apr-2015,0.6363636363636364
PHC Dorali,May-2015,0.4375
PHC Dorali,Jun-2015,0.2777777777777778
PHC Dorali,Jul-2015,0.34615384615384615
PHC Dorali,Aug-2015,0.4090909090909091
PHC Dorali,Sep-2015,0.2857142857142857
PHC Dorali,Oct-2015,0.5
PHC Dorali,Nov-2015,0.36363636363636365
PHC Dorali,Dec-2015,0.38095238095238093
PHC Dorali,Jan-2016,0.5384615384615384
PHC Dorali,Feb-2016,0.4230769230769231
PHC Dorali,Mar-2016,0.30434782608695654
PHC Dorali,Total,0.4074074074074074
PHC Gondkhairi,Apr-2015,0.4044943820224719
PHC Gondkhairi,May-2015,0.3108108108108108
PHC Gondkhairi,Jun-2015,0.2967032967032967
PHC Gondkhairi,Jul-2015,0.3717948717948718
PHC Gondkhairi,Aug-2015,0.32098765432098764
PHC Gondkhairi,Sep-2015,0.4175824175824176
PHC Gondkhairi,Oct-2015,0.35294117647058826
PHC Gondkhairi,Nov-2015,0.2978723404255319
PHC Gondkhairi,Dec-2015,0.43243243243243246
PHC Gondkhairi,Jan-2016,0.4
PHC Gondkhairi,Feb-2016,0.39759036144578314
PHC Gondkhairi,Mar-2016,0.3111111111111111
PHC Gondkhairi,Total,0.3619246861924686
PHC Gumthala(24X7),Apr-2015,0.3229166666666667
PHC Gumthala(24X7),May-2015,0.23529411764705882
PHC Gumthala(24X7),Jun-2015,0.1951219512195122
PHC Gumthala(24X7),Jul-2015,0.29591836734693877
PHC Gumthala(24X7),Aug-2015,0.25
PHC Gumthala(24X7),Sep-2015,0.28846153846153844
PHC Gumthala(24X7),Oct-2015,0.2625
PHC Gumthala(24X7),Nov-2015,0.24193548387096775
PHC Gumthala(24X7),Dec-2015,0.2647058823529412
PHC Gumthala(24X7),Jan-2016,0.24242424242424243
PHC Gumthala(24X7),Feb-2016,0.31
PHC Gumthala(24X7),Mar-2016,0.2857142857142857
PHC Gumthala(24X7),Total,0.2652885443583118
PHC Gumthi,Apr-2015,0.3813559322033898
PHC Gumthi,May-2015,0.4380952380952381
PHC Gumthi,Jun-2015,0.42138364779874216
PHC Gumthi,Jul-2015,0.3473053892215569
PHC Gumthi,Aug-2015,0.3333333333333333
PHC Gumthi,Sep-2015,0.4065934065934066
PHC Gumthi,Oct-2015,0.40476190476190477
PHC Gumthi,Nov-2015,0.37662337662337664
PHC Gumthi,Dec-2015,0.4154929577464789
PHC Gumthi,Jan-2016,0.34285714285714286
PHC Gumthi,Feb-2016,0.22115384615384615
PHC Gumthi,Mar-2016,0.3695652173913043
PHC Gumthi,Total,0.3720112517580872
PHC Hiwara Bazar,Apr-2015,0.9
PHC Hiwara Bazar,May-2015,0.8620689655172413
PHC Hiwara Bazar,Jun-2015,0.9523809523809523
PHC Hiwara Bazar,Jul-2015,0.78125
PHC Hiwara Bazar,Aug-2015,0.8484848484848485
PHC Hiwara Bazar,Sep-2015,0.7419354838709677
PHC Hiwara Bazar,Oct-2015,0.9523809523809523
PHC Hiwara Bazar,Nov-2015,0.7941176470588235
PHC Hiwara Bazar,Dec-2015,0.8627450980392157
PHC Hiwara Bazar,Jan-2016,0.7948717948717948
PHC Hiwara Bazar,Feb-2016,0.8125
PHC Hiwara Bazar,Mar-2016,0.7142857142857143
PHC Hiwara Bazar,Total,0.8293963254593176
PHC Jalalkheda,Apr-2015,0.5121951219512195
PHC Jalalkheda,May-2015,0.6206896551724138
PHC Jalalkheda,Jun-2015,0.5
PHC Jalalkheda,Jul-2015,0.5769230769230769
PHC Jalalkheda,Aug-2015,0.5277777777777778
PHC Jalalkheda,Sep-2015,0.65625
PHC Jalalkheda,Oct-2015,0.5365853658536586
PHC Jalalkheda,Nov-2015,0.53125
PHC Jalalkheda,Dec-2015,0.4838709677419355
PHC Jalalkheda,Jan-2016,0.6
PHC Jalalkheda,Feb-2016,0.6129032258064516
PHC Jalalkheda,Mar-2016,0.5405405405405406
PHC Jalalkheda,Total,0.5552763819095478
PHC Jawali,Apr-2015,0.52
PHC Jawali,May-2015,0.5161290322580645
PHC Jawali,Jun-2015,0.47368421052631576
PHC Jawali,Jul-2015,0.56
PHC Jawali,Aug-2015,0.3611111111111111
PHC Jawali,Sep-2015,0.42105263157894735
PHC Jawali,Oct-2015,0.25
PHC Jawali,Nov-2015,0.5625
PHC Jawali,Dec-2015,0.5833333333333334
PHC Jawali,Jan-2016,0.3333333333333333
PHC Jawali,Feb-2016,0.6842105263157895
PHC Jawali,Mar-2016,0.7222222222222222
PHC Jawali,Total,0.4857142857142857
PHC Kachrisawanga(24X7),Apr-2015,0.4642857142857143
PHC Kachrisawanga(24X7),May-2015,0.6
PHC Kachrisawanga(24X7),Jun-2015,0.6818181818181818
PHC Kachrisawanga(24X7),Jul-2015,0.6530612244897959
PHC Kachrisawanga(24X7),Aug-2015,0.5625
PHC Kachrisawanga(24X7),Sep-2015,0.8
PHC Kachrisawanga(24X7),Oct-2015,0.7222222222222222
PHC Kachrisawanga(24X7),Nov-2015,0.5142857142857142
PHC Kachrisawanga(24X7),Dec-2015,0.75
PHC Kachrisawanga(24X7),Jan-2016,0.5625
PHC Kachrisawanga(24X7),Feb-2016,0.6481481481481481
PHC Kachrisawanga(24X7),Mar-2016,0.6938775510204082
PHC Kachrisawanga(24X7),Total,0.6407079646017699
PHC Kanhan,Apr-2015,0.26595744680851063
PHC Kanhan,May-2015,0.30864197530864196
PHC Kanhan,Jun-2015,0.4
PHC Kanhan,Jul-2015,0.36885245901639346
PHC Kanhan,Aug-2015,0.37142857142857144
PHC Kanhan,Sep-2015,0.38202247191011235
PHC Kanhan,Oct-2015,0.33707865168539325
PHC Kanhan,Nov-2015,0.3492063492063492
PHC Kanhan,Dec-2015,0.3333333333333333
PHC Kanhan,Jan-2016,0.3225806451612903
PHC Kanhan,Feb-2016,0.3142857142857143
PHC Kanhan,Mar-2016,0.3103448275862069
PHC Kanhan,Total,0.3397548161120841
PHC Kanholibara IPHS(24X7),Apr-2015,0.2413793103448276
PHC Kanholibara IPHS(24X7),May-2015,0.37037037037037035
PHC Kanholibara IPHS(24X7),Jun-2015,0.37142857142857144
PHC Kanholibara IPHS(24X7),Jul-2015,0.37142857142857144
PHC Kanholibara IPHS(24X7),Aug-2015,0.39473684210526316
PHC Kanholibara IPHS(24X7),Sep-2015,0.34615384615384615
PHC Kanholibara IPHS(24X7),Oct-2015,0.27906976744186046
PHC Kanholibara IPHS(24X7),Nov-2015,0.43333333333333335
PHC Kanholibara IPHS(24X7),Dec-2015,0.475
PHC Kanholibara IPHS(24X7),Jan-2016,0.425531914893617
PHC Kanholibara IPHS(24X7),Feb-2016,0.29411764705882354
PHC Kanholibara IPHS(24X7),Mar-2016,0.5185185185185185
PHC Kanholibara IPHS(24X7),Total,0.3771289537712895
PHC Karwahi,Apr-2015,0.896551724137931
PHC Karwahi,May-2015,0.9705882352941176
PHC Karwahi,Jun-2015,0.8648648648648649
PHC Karwahi,Jul-2015,0.7741935483870968
PHC Karwahi,Aug-2015,0.9032258064516129
PHC Karwahi,Sep-2015,0.8518518518518519
PHC Karwahi,Oct-2015,0.78125
PHC Karwahi,Nov-2015,0.9
PHC Karwahi,Dec-2015,0.7407407407407407
PHC Karwahi,Jan-2016,0.6923076923076923
PHC Karwahi,Feb-2016,1.0
PHC Karwahi,Mar-2016,0.8666666666666667
PHC Karwahi,Total,0.851963746223565
PHC Kelwad IPHS(24X7),Apr-2015,0.40384615384615385
PHC Kelwad IPHS(24X7),May-2015,0.5789473684210527
PHC Kelwad IPHS(24X7),Jun-2015,0.35
PHC Kelwad IPHS(24X7),Jul-2015,0.22857142857142856
PHC Kelwad IPHS(24X7),Aug-2015,0.275
PHC Kelwad IPHS(24X7),Sep-2015,0.3125
PHC Kelwad IPHS(24X7),Oct-2015,0.2647058823529412
PHC Kelwad IPHS(24X7),Nov-2015,0.3333333333333333
PHC Kelwad IPHS(24X7),Dec-2015,0.18421052631578946
PHC Kelwad IPHS(24X7),Jan-2016,0.23333333333333334
PHC Kelwad IPHS(24X7),Feb-2016,0.25925925925925924
PHC Kelwad IPHS(24X7),Mar-2016,0.2222222222222222
PHC Kelwad IPHS(24X7),Total,0.296875
PHC Khapa(24X7),Apr-2015,0.6052631578947368
PHC Khapa(24X7),May-2015,0.4642857142857143
PHC Khapa(24X7),Jun-2015,0.4473684210526316
PHC Khapa(24X7),Jul-2015,0.4318181818181818
PHC Khapa(24X7),Aug-2015,0.25925925925925924
PHC Khapa(24X7),Sep-2015,0.32
PHC Khapa(24X7),Oct-2015,0.2777777777777778
PHC Khapa(24X7),Nov-2015,0.3939393939393939
PHC Khapa(24X7),Dec-2015,0.3611111111111111
PHC Khapa(24X7),Jan-2016,0.25
PHC Khapa(24X7),Feb-2016,0.28
PHC Khapa(24X7),Mar-2016,0.41025641025641024
PHC Khapa(24X7),Total,0.38676844783715014
PHC Khat,Apr-2015,0.15384615384615385
PHC Khat,May-2015,0.24444444444444444
PHC Khat,Jun-2015,0.2222222222222222
PHC Khat,Jul-2015,0.23076923076923078
PHC Khat,Aug-2015,0.25
PHC Khat,Sep-2015,0.16666666666666666
PHC Khat,Oct-2015,0.3333333333333333
PHC Khat,Nov-2015,0.35
PHC Khat,Dec-2015,0.2682926829268293
PHC Khat,Jan-2016,0.375
PHC Khat,Feb-2016,0.26
PHC Khat,Mar-2016,0.14285714285714285
PHC Khat,Total,0.2488986784140969
PHC Kondamendhi,Apr-2015,0.3181818181818182
PHC Kondamendhi,May-2015,0.47058823529411764
PHC Kondamendhi,Jun-2015,0.38461538461538464
PHC Kondamendhi,Jul-2015,0.2857142857142857
PHC Kondamendhi,Aug-2015,0.5277777777777778
PHC Kondamendhi,Sep-2015,0.4
PHC Kondamendhi,Oct-2015,0.19444444444444445
PHC Kondamendhi,Nov-2015,0.35294117647058826
PHC Kondamendhi,Dec-2015,0.1891891891891892
PHC Kondamendhi,Jan-2016,0.30303030303030304
PHC Kondamendhi,Feb-2016,0.2631578947368421
PHC Kondamendhi,Mar-2016,0.3225806451612903
PHC Kondamendhi,Total,0.3369330453563715
PHC Kondhali IPHS(24X7),Apr-2015,0.5686274509803921
PHC Kondhali IPHS(24X7),May-2015,0.475
PHC Kondhali IPHS(24X7),Jun-2015,0.5098039215686274
PHC Kondhali IPHS(24X7),Jul-2015,0.3611111111111111
